VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2688	십이지 거인장군	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,DEATHBLOW"	0	"ORC,ATT_EARTH,ZODIAC"		0	giant_officer	0	130	65	130	32	174	261	40348	10	5	0	0	1	145	110	110	100	2000	175	0	0	0	0	0	10	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2689	십이지 저인병	PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ANIMAL,ATT_EARTH,ZODIAC"		0	ogre_soldier	0	62	93	124	31	187	228	7521	10	5	0	0	1	99	110	110	100	2000	175	0	0	0	0	0	0	0	10	30	30	30	30	30	30	0	0	50	0	0	1	0	5	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2690	십이지 저인궁사	S_PAWN	MONSTER	RANGE	1	0	"BERSERK,STONESKIN,FALL"	0	"ANIMAL,ATT_EARTH,ZODIAC"		0	ogre_bow	0	62	125	62	31	189	231	15263	10	5	0	0	1	120	110	110	100	2000	850	0	0	0	0	5	0	0	12	30	30	30	30	30	30	0	0	50	0	0	1	0	10	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2691	십이지 저인척후병	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ANIMAL,ATT_EARTH,ZODIAC"		0	ogre_officer	0	63	94	126	31	190	233	15481	10	5	0	0	1	121	110	110	100	2000	175	0	0	0	0	3	0	3	15	30	30	30	30	30	30	0	0	50	0	0	1	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2692	십이지 저인법사	KNIGHT	MONSTER	MAGIC	1	0	"BERSERK,STONESKIN,FALL"	0	"ANIMAL,ATT_EARTH,ZODIAC"		0	ogre_magic	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	130130130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700	견인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_EARTH,ZODIAC"		0	cz_wolf	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2701	견인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_EARTH,ZODIAC"		0	cz_wolf	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2702	견인신장	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_EARTH,ZODIAC"		0	cz_wolf	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2703	두호병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_FIRE,ZODIAC"		0	cz_twoheadedtiger	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	400	0	0	0	0	0	5	10	16	30	30	30	30	30	30	-50	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2704	두호장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_FIRE,ZODIAC"		0	cz_twoheadedtiger	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	400	0	0	0	0	0	5	10	16	30	30	30	30	30	30	-50	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2705	두호신장 	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_FIRE,ZODIAC"		0	cz_twoheadedtiger	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	400	0	0	0	0	0	5	10	16	30	30	30	30	30	30	-50	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2706	마인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ICE,ZODIAC"		0	cz_kentauros	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2707	마인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ICE,ZODIAC"		0	cz_kentauros	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2708	마인신장	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ICE,ZODIAC"		0	cz_kentauros	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2709	귀인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_DARK,ZODIAC"		0	cz_demon	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2710	귀인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_DARK,ZODIAC"		0	cz_demon	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2711	귀인신장	S_KNIGHT	MONSTER	MAGIC	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_DARK,ZODIAC"		0	cz_demon	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2712	독인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ELEC,ZODIAC"		0	cz_condor	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	200	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	-50	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2713	독인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ELEC,ZODIAC"		0	cz_condor	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	200	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	-50	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2714	독인신장	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ELEC,ZODIAC"		0	cz_condor	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	200	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	-50	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2715	천인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_FIRE,ZODIAC"		0	cz_zephyr	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	-50	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2716	천인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_FIRE,ZODIAC"		0	cz_zephyr	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	-50	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2717	천인신장	S_KNIGHT	MONSTER	MAGIC	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_FIRE,ZODIAC"		0	cz_zephyr	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	-50	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2718	괴인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_DARK,ZODIAC"		0	cz_orc_b	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2719	괴인신장	S_PAWN	MONSTER	RANGE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_DARK,ZODIAC"		0	cz_orc_a	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2720	괴인장수	S_KNIGHT	MONSTER	MAGIC	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_DARK,ZODIAC"		0	cz_orc_c	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	200	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2721	코인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"MILGYO,ATT_WIND,ZODIAC"		0	cz_elephant	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	250	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	-50	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2722	코인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"MILGYO,ATT_WIND,ZODIAC"		0	cz_elephant	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	250	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	-50	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2723	코인 신장	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"MILGYO,ATT_WIND,ZODIAC"		0	cz_elephant	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	250	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	-50	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2724	카인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ELEC,ZODIAC"		0	cz_dragonman	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	-50	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2725	카인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ELEC,ZODIAC"		0	cz_dragonman	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	-50	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2726	카인신장	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ELEC,ZODIAC"		0	cz_dragonman	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	-50	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2727	철인병	KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_EARTH,ZODIAC"		0	cz_ironman_a	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	300	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2728	철인장수	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_EARTH,ZODIAC"		0	cz_ironman_b	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	300	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2729	철인신장	S_KNIGHT	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_EARTH,ZODIAC"		0	cz_ironman_c	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	130	100	2000	300	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2730	태풍궁수	KNIGHT	MONSTER	RANGE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ICE,ZODIAC"		0	cz_typhoon_a	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2731	태풍전사	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ICE,ZODIAC"		0	cz_typhoon_b	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2732	태풍법사	S_KNIGHT	MONSTER	MAGIC	1	0	"BERSERK,STONESKIN,FALL"	0	"ATT_ICE,ZODIAC"		0	cz_typhoon_c	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2733	녹두병	KNIGHT	MONSTER	RANGE	1	0	"BERSERK,STONESKIN,FALL"	0	"HUMAN,ATT_WIND,ZODIAC"		0	cz_12_a	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	-50	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2734	녹두투병	S_PAWN	MONSTER	MELEE	1	0	"BERSERK,STONESKIN,FALL"	0	"HUMAN,ATT_WIND,ZODIAC"		0	cz_12_b	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	150	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	-50	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2735	녹두군사	S_KNIGHT	MONSTER	MAGIC	1	0	"BERSERK,STONESKIN,FALL"	0	"HUMAN,ATT_WIND,ZODIAC"		0	cz_12_c	0	95	127	63	31	171	256	39253	10	5	0	0	1	142	110	110	100	2000	850	0	0	0	0	0	5	10	16	30	30	30	30	30	30	0	0	50	-50	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2736	타격진 도둑	PAWN	MONSTER	MELEE	80	0	COWARD	0	HUMAN		0	japanese_pirate	0	1	1	1	1	0	0	1000	0	0	0	0	1	1	110	130	100	2000	150	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2737	Damage_Trap	PAWN	MONSTER	SPECIAL	70	0	NOMOVE	0	UNK2	"STUN,SLOW,TERROR"	0		2	0	0	0	0	0	0	3954	3	1	0	0	562	79	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2750	십이지 대장 자	BOSS	MONSTER	MELEE	119	0	"AGGR,STONESKIN,REFLECT,FALL"	0	"ATT_DARK,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_mouse_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	150	120	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2751	십이지 장 자	KING	MONSTER	MELEE	135	0	"AGGR,STONESKIN,REFLECT,FALL"	0	"ATT_DARK,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_mouse_boss	0	131	127	63	31	171	256	1039253	5	0	0	0	1	142	150	120	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2752	십이지 왕 자(도감용)	KING	MONSTER	MELEE	135	0	"AGGR,STONESKIN,REFLECT,FALL"	0	"ATT_DARK,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_mouse_boss	0	131	127	63	31	171	256	1039253	5	0	0	0	1	142	150	120	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	0	30	0	100	4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2760	십이지대장 축	BOSS	MONSTER	MELEE	119	0	"AGGR,BERSERK,REFLECT,FALL,RATTSPEED"	0	"ATT_EARTH,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_cow_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	30	267	30	268	0	0	0	0	0	0	0	0	0	0	0
2761	십이지 장 축	KING	MONSTER	MELEE	135	0	"AGGR,BERSERK,REFLECT,FALL,RATTSPEED"	0	"ATT_EARTH,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_cow_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	30	267	30	268	0	0	0	0	0	0	0	0	0	0	0
2762	십이지 왕  축(도감용)	KING	MONSTER	MELEE	135	0	"AGGR,BERSERK,REFLECT,FALL,RATTSPEED"	0	"ATT_EARTH,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_cow_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	0	30	0	100	3	0	100	0	0	30	267	30	268	0	0	0	0	0	0	0	0	0	0	0
2770	십이지대장 인	BOSS	MONSTER	MELEE	119	0	"AGGR,BERSERK,REFLECT,FALL,RATTSPEED"	0	"ATT_FIRE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_tiger_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	-50	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2771	십이지장 인	KING	MONSTER	MELEE	135	0	"AGGR,BERSERK,REFLECT,FALL,RATTSPEED"	0	"ATT_FIRE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_tiger_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	-50	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2772	십이지 왕  인(도감용)	KING	MONSTER	MELEE	135	0	"AGGR,BERSERK,REFLECT,FALL,RATTSPEED"	0	"ATT_FIRE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_tiger_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	-50	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2780	십이지대장 묘	BOSS	MONSTER	MAGIC	119	0	"AGGR,BERSERK,REFLECT,FALL"	0	"ATT_WIND,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_rabbit_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	100	120	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	70	-50	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2781	십이지장 묘	KING	MONSTER	MAGIC	135	0	"AGGR,BERSERK,REFLECT,FALL"	0	"ATT_WIND,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_rabbit_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	120	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	70	-50	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2782	십이지 왕 묘(도감용)	KING	MONSTER	MAGIC	135	0	"AGGR,BERSERK,REFLECT,FALL"	0	"ATT_WIND,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_rabbit_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	120	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	0	70	-50	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2790	십이지대장 진	BOSS	MONSTER	MAGIC	119	0	"AGGR,BERSERK,REVIVE,REFLECT,FALL"	0	"ATT_ELEC,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_dragon_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	-50	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2791	십이지장 진	KING	MONSTER	MAGIC	135	0	"AGGR,BERSERK,REVIVE,REFLECT,FALL"	0	"ATT_ELEC,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_dragon_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	-50	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2792	십이지 왕  진(도감용)	KING	MONSTER	MAGIC	135	0	"AGGR,BERSERK,REVIVE,REFLECT,FALL"	0	"ATT_ELEC,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_dragon_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	-50	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2800	십이지대장 사	BOSS	MONSTER	RANGE	119	0	"AGGR,BERSERK,FALL,VIT"	0	"ATT_ICE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_snake_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	80	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2801	십이지장 사	KING	MONSTER	RANGE	135	0	"AGGR,BERSERK,FALL,VIT"	0	"ATT_ICE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_snake_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	80	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2802	십이지 왕 사(도감용)	KING	MONSTER	RANGE	135	0	"AGGR,BERSERK,FALL,VIT"	0	"ATT_ICE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_snake_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	80	7	20	20	80	80	80	80	80	80	0	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810	십이지대장 오	BOSS	MONSTER	MELEE	119	0	"AGGR,BERSERK,REFLECT,FALL,TIMEVIT"	0	"ATT_ICE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_horse_boss	0	131	127	63	31	171	256	1009253	15	0	0	0	1	142	100	120	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2811	십이지장 오	KING	MONSTER	MELEE	135	0	"AGGR,BERSERK,REFLECT,FALL,TIMEVIT"	0	"ATT_ICE,ZODIAC"	"STUN,SLOW,POISON,TERROR"	0	12zi_horse_boss	0	131	127	63	31	171	256	1009253	5	0	0	0	1	142	100	120	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
